trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768783184171_swipe,swipe,near/bright,1,1768783184934,1,1,491.567,58.919,0.236,586.792,1,0,0
1768783184171_swipe,swipe,near/bright,2,1768783185283,1,1,90.295,49.691,0.226,177.263,0,0,0
1768783184171_swipe,swipe,near/bright,3,1768783185646,1,1,97.092,48.997,0.24,180.997,0,0,0
1768783184171_swipe,swipe,near/bright,4,1768783185987,1,1,85.891,49.094,0.223,169.688,0,0,0
1768783184171_swipe,swipe,near/bright,5,1768783186330,1,1,88.804,52.71,0.204,176.244,0,0,0
1768783184171_swipe,swipe,near/bright,6,1768783186702,1,1,100.058,55.328,0.259,194.81,0,0,0
1768783184171_swipe,swipe,near/bright,7,1768783187070,1,1,97.545,52.935,0.26,189.054,0,0,0
1768783184171_swipe,swipe,near/bright,8,1768783187432,1,1,98.299,50.049,0.197,184.825,0,0,0
1768783184171_swipe,swipe,near/bright,9,1768783187767,1,1,91.738,49.081,0.256,175.499,0,0,0
1768783184171_swipe,swipe,near/bright,10,1768783188158,1,1,91.512,80.599,0.259,217.799,0,0,0
1768783184171_swipe,swipe,near/bright,11,1768783188606,1,1,115.254,80.803,0.233,242.377,0,0,0
1768783184171_swipe,swipe,near/bright,12,1768783189032,1,1,118.736,76.133,0.285,238.125,0,0,0
1768783184171_swipe,swipe,near/bright,13,1768783190046,1,1,303.679,422.071,0.256,786.209,0,0,0
1768783184171_swipe,swipe,near/bright,14,1768783190531,1,1,134.549,79.029,0.211,260.559,0,0,0
1768783184171_swipe,swipe,near/bright,15,1768783190967,1,1,128.765,75.471,0.214,246.816,0,0,0
1768783184171_swipe,swipe,near/bright,16,1768783191417,1,1,133.219,72.999,0.225,245.405,0,0,0
1768783184171_swipe,swipe,near/bright,17,1768783191778,1,1,94.275,52.773,0.157,184.053,0,0,0
1768783184171_swipe,swipe,near/bright,18,1768783192152,1,1,96.429,55.885,0.271,190.27,0,0,0
1768783184171_swipe,swipe,near/bright,19,1768783192521,1,1,94.58,54.941,0.209,185.994,0,0,0
1768783184171_swipe,swipe,near/bright,20,1768783192888,1,1,94.453,54.535,0.209,187.552,0,0,0
1768783184171_swipe,swipe,near/bright,21,1768783193308,1,1,121.509,56.288,0.226,224.624,0,0,0
1768783184171_swipe,swipe,near/bright,22,1768783193762,1,1,114.693,68.622,0.283,237.252,0,0,0
1768783184171_swipe,swipe,near/bright,23,1768783194214,1,1,116.076,64.388,0.246,228.518,0,0,0
1768783184171_swipe,swipe,near/bright,24,1768783194676,1,1,124.994,65.783,0.261,240.233,0,0,0
1768783184171_swipe,swipe,near/bright,25,1768783195116,1,1,109.38,58.89,0.216,217.546,0,0,0
1768783184171_swipe,swipe,near/bright,26,1768783195591,1,1,116.081,61.763,0.257,230.365,0,0,0
1768783184171_swipe,swipe,near/bright,27,1768783196037,1,1,114.298,61.924,0.284,227.33,0,0,0
1768783184171_swipe,swipe,near/bright,28,1768783196500,1,1,120.36,65.789,0.244,237.857,0,0,0
