trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768782860362_swipe,swipe,near/bright,1,1768782864995,1,1,4348.419,54.141,1.352,4442.753,1,0,1
1768782860362_swipe,swipe,near/bright,2,1768782865373,1,1,100.5,53.597,0.253,192.752,0,0,1
1768782860362_swipe,swipe,near/bright,3,1768782865737,1,1,92.788,52.28,0.212,186.513,0,0,1
1768782860362_swipe,swipe,near/bright,4,1768782866127,1,1,103.252,59.188,0.229,203.37,0,0,1
1768782860362_swipe,swipe,near/bright,5,1768782866496,1,1,95.015,54.293,0.234,187.675,0,0,1
1768782860362_swipe,swipe,near/bright,6,1768782866872,1,1,96.388,56.656,0.256,199.716,0,0,1
1768782860362_swipe,swipe,near/bright,7,1768782867321,1,1,114.787,62.043,0.246,229.976,0,0,1
1768782860362_swipe,swipe,near/bright,8,1768782867758,1,1,108.778,59.792,0.268,216.776,0,0,1
1768782860362_swipe,swipe,near/bright,9,1768782868194,1,1,108.937,59.92,0.243,217.231,0,0,1
1768782860362_swipe,swipe,near/bright,10,1768782868616,1,1,107.52,57.359,0.232,209.392,0,0,1
1768782860362_swipe,swipe,near/bright,11,1768782869043,1,1,107.041,57.186,0.268,210.109,0,0,1
1768782860362_swipe,swipe,near/bright,12,1768782869464,1,1,99.931,57.427,0.287,207.786,0,0,1
1768782860362_swipe,swipe,near/bright,13,1768782869868,1,1,101.754,54.609,0.233,196.319,0,0,1
1768782860362_swipe,swipe,near/bright,14,1768782870300,1,1,116.866,57.56,0.233,220.231,0,0,1
1768782860362_swipe,swipe,near/bright,15,1768782870707,1,1,99.155,55.591,0.232,196.799,0,0,1
1768782860362_swipe,swipe,near/bright,16,1768782871131,1,1,105.195,58.933,0.231,216.754,0,0,1
1768782860362_swipe,swipe,near/bright,17,1768782871559,1,1,107.819,59.671,0.27,219.892,0,0,1
1768782860362_swipe,swipe,near/bright,18,1768782871982,1,1,103.764,57.216,0.266,208.964,0,0,1
1768782860362_swipe,swipe,near/bright,19,1768782872402,1,1,106.286,55.663,0.252,205.266,0,0,1
