trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768783368779_swipe,swipe,near/bright,1,1768783369515,0,0,517.964,0.025,0.003,547.397,0,0,0
1768783368779_swipe,swipe,near/bright,2,1768783369674,0,0,102.711,0.022,0.003,123.703,0,0,0
1768783368779_swipe,swipe,near/bright,3,1768783369822,0,0,99.735,0.019,0.002,124.188,0,0,0
1768783368779_swipe,swipe,near/bright,4,1768783369984,0,0,101.484,0.024,0.002,126.801,0,0,0
1768783368779_swipe,swipe,near/bright,5,1768783370156,0,0,108.145,0.02,0.002,140.775,0,0,0
1768783368779_swipe,swipe,near/bright,6,1768783370319,0,0,99.935,0.021,0.002,128.605,0,0,0
1768783368779_swipe,swipe,near/bright,7,1768783370484,0,0,100.675,0.021,0.002,131.429,0,0,0
1768783368779_swipe,swipe,near/bright,8,1768783370688,0,0,136.715,0.021,0.002,170.196,0,0,0
1768783368779_swipe,swipe,near/bright,9,1768783370865,0,0,110.707,0.015,0.001,137.187,0,0,0
1768783368779_swipe,swipe,near/bright,10,1768783371023,0,0,98.034,0.023,0.002,128.117,0,0,0
1768783368779_swipe,swipe,near/bright,11,1768783371191,0,0,104.374,0.019,0.002,131.495,0,0,0
1768783368779_swipe,swipe,near/bright,12,1768783371353,0,0,100.065,0.022,0.002,131.063,0,0,0
1768783368779_swipe,swipe,near/bright,13,1768783371522,0,0,104.497,0.022,0.002,133.262,0,0,0
1768783368779_swipe,swipe,near/bright,14,1768783371690,0,0,103.23,0.021,0.002,133.641,0,0,0
1768783368779_swipe,swipe,near/bright,15,1768783371844,0,0,96.775,0.017,0.001,126.002,0,0,0
1768783368779_swipe,swipe,near/bright,16,1768783372010,0,0,108.422,0.021,0.002,136.954,0,0,0
1768783368779_swipe,swipe,near/bright,17,1768783372172,0,0,99.585,0.021,0.002,128.675,0,0,0
1768783368779_swipe,swipe,near/bright,18,1768783372341,0,0,108.47,0.02,0.002,136.181,0,0,0
1768783368779_swipe,swipe,near/bright,19,1768783372491,0,0,99.787,0.02,0.002,124.427,0,0,0
1768783368779_swipe,swipe,near/bright,20,1768783372661,0,0,110.996,0.02,0.002,139.061,0,0,0
1768783368779_swipe,swipe,near/bright,21,1768783372811,0,0,96.295,0.02,0.002,124.987,0,0,0
1768783368779_swipe,swipe,near/bright,22,1768783372973,0,0,104.3,0.022,0.003,132.004,0,0,0
1768783368779_swipe,swipe,near/bright,23,1768783373136,0,0,100.347,0.02,0.002,130.534,0,0,0
1768783368779_swipe,swipe,near/bright,24,1768783373330,0,0,123.966,0.023,0.002,155.931,0,0,0
1768783368779_swipe,swipe,near/bright,25,1768783373506,0,0,110.929,0.021,0.002,139.586,0,0,0
1768783368779_swipe,swipe,near/bright,26,1768783373659,0,0,98.35,0.019,0.002,119.348,0,0,0
1768783368779_swipe,swipe,near/bright,27,1768783373828,0,0,109.51,0.02,0.002,138.016,0,0,0
1768783368779_swipe,swipe,near/bright,28,1768783373991,0,0,101.917,0.019,0.002,130.897,0,0,0
1768783368779_swipe,swipe,near/bright,29,1768783374162,0,0,111.021,0.021,0.002,140.126,0,0,0
1768783368779_swipe,swipe,near/bright,30,1768783374326,0,0,100.05,0.02,0.002,129.657,0,0,0
1768783368779_swipe,swipe,near/bright,31,1768783374497,0,0,105.473,0.019,0.002,134.614,0,0,0
1768783368779_swipe,swipe,near/bright,32,1768783374664,0,0,102.13,0.023,0.002,133.908,0,0,0
1768783368779_swipe,swipe,near/bright,33,1768783374826,0,0,98.897,0.021,0.002,127.799,0,0,0
1768783368779_swipe,swipe,near/bright,34,1768783374999,0,0,106.313,0.021,0.002,138.016,0,0,0
1768783368779_swipe,swipe,near/bright,35,1768783375159,0,0,100.375,0.021,0.002,127.049,0,0,0
1768783368779_swipe,swipe,near/bright,36,1768783375330,0,0,109.981,0.021,0.002,138.693,0,0,0
1768783368779_swipe,swipe,near/bright,37,1768783375485,0,0,99.273,0.02,0.002,127.747,0,0,0
1768783368779_swipe,swipe,near/bright,38,1768783375654,0,0,106.991,0.021,0.002,135.791,0,0,0
1768783368779_swipe,swipe,near/bright,39,1768783375812,0,0,96.674,0.02,0.002,125.275,0,0,0
1768783368779_swipe,swipe,near/bright,40,1768783375975,0,0,101.892,0.02,0.002,129.663,0,0,0
1768783368779_swipe,swipe,near/bright,41,1768783376137,0,0,99.926,0.021,0.002,129.657,0,0,0
1768783368779_swipe,swipe,near/bright,42,1768783376294,0,0,96.92,0.015,0.001,121.693,0,0,0
1768783368779_swipe,swipe,near/bright,43,1768783376450,0,0,96.571,0.019,0.002,126.439,0,0,0
1768783368779_swipe,swipe,near/bright,44,1768783376612,0,0,99.806,0.02,0.002,127.409,0,0,0
1768783368779_swipe,swipe,near/bright,45,1768783376777,0,0,102.304,0.021,0.002,132.556,0,0,0
1768783368779_swipe,swipe,near/bright,46,1768783376933,0,0,94.942,0.019,0.002,123.203,0,0,0
1768783368779_swipe,swipe,near/bright,47,1768783377107,0,0,114.264,0.022,0.002,143.174,0,0,0
1768783368779_swipe,swipe,near/bright,48,1768783377267,0,0,99.228,0.019,0.002,127.736,0,0,0
