trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768785237782_swipe,swipe,near/bright,1,1768785238211,3,3,107.441,118.11,1.076,243.257,3,0,3
1768785237782_swipe,swipe,near/bright,2,1768785238611,3,3,107.25,116.212,1.101,244.105,0,0,3
1768785237782_swipe,swipe,near/bright,3,1768785239008,3,3,104.956,115.608,0.692,236.924,0,0,3
1768785237782_swipe,swipe,near/bright,4,1768785239406,3,3,101.717,117.414,1.169,236.822,0,0,3
1768785237782_swipe,swipe,near/bright,5,1768785239799,3,3,104.001,115.633,1.117,237.33,0,0,3
1768785237782_swipe,swipe,near/bright,6,1768785240202,3,3,112.215,117.968,1.239,247.285,0,0,3
1768785237782_swipe,swipe,near/bright,7,1768785240597,3,3,103.268,117.198,1.095,235.688,0,0,3
1768785237782_swipe,swipe,near/bright,8,1768785240992,3,3,100.392,121.495,1.192,239.722,0,0,3
1768785237782_swipe,swipe,near/bright,9,1768785241383,3,3,100.524,115.031,1.211,231.934,0,0,3
1768785237782_swipe,swipe,near/bright,10,1768785241776,3,3,101.71,118.472,1.074,237.892,0,0,3
1768785237782_swipe,swipe,near/bright,11,1768785242182,3,3,101.788,128.619,1.053,248.532,0,0,3
1768785237782_swipe,swipe,near/bright,12,1768785242571,3,3,103.437,113.773,1.024,234.589,0,0,3
1768785237782_swipe,swipe,near/bright,13,1768785242968,3,3,103.521,116.599,1.307,238.566,0,0,3
1768785237782_swipe,swipe,near/bright,14,1768785243357,3,3,97.018,113.055,1.257,230.484,0,0,3
1768785237782_swipe,swipe,near/bright,15,1768785243818,3,3,121.565,128.628,1.42,274.443,0,0,3
1768785237782_swipe,swipe,near/bright,16,1768785244309,3,3,131.339,136.315,1.49,292.971,0,0,3
1768785237782_swipe,swipe,near/bright,17,1768785244794,3,3,117.83,131.036,1.593,275.976,0,0,3
1768785237782_swipe,swipe,near/bright,18,1768785245312,3,3,148.357,143.31,1.496,316.864,0,0,3
1768785237782_swipe,swipe,near/bright,19,1768785245805,3,3,128.568,131.045,1.461,287.816,0,0,3
1768785237782_swipe,swipe,near/bright,20,1768785246327,3,3,152.926,139.324,1.562,318.348,0,0,3
1768785237782_swipe,swipe,near/bright,21,1768785246814,3,3,127.749,131.888,1.003,281.199,0,0,3
1768785237782_swipe,swipe,near/bright,22,1768785247301,3,3,125.769,137.369,1.775,289.238,0,0,3
1768785237782_swipe,swipe,near/bright,23,1768785247793,3,3,126.486,136.315,1.518,288.264,0,0,3
1768785237782_swipe,swipe,near/bright,24,1768785248288,3,3,125.708,141.843,1.52,295.121,0,0,3
1768785237782_swipe,swipe,near/bright,25,1768785248773,3,3,123.44,137.673,1.491,283.279,0,0,3
1768785237782_swipe,swipe,near/bright,26,1768785249257,3,3,125.157,131.838,1.669,283.705,0,0,3
1768785237782_swipe,swipe,near/bright,27,1768785249682,2,2,120.74,89.362,1.014,232.881,0,1,2
1768785237782_swipe,swipe,near/bright,28,1768785250119,2,2,123.89,92.262,0.987,239.361,0,0,2
