trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768785211853_swipe,swipe,near/bright,1,1768785212303,3,3,117.359,117.88,1.107,252.661,3,0,3
1768785211853_swipe,swipe,near/bright,2,1768785212755,3,3,116.032,140.833,1.481,277.555,0,0,3
1768785211853_swipe,swipe,near/bright,3,1768785213200,3,3,109.385,145.727,1.203,275.595,0,0,3
1768785211853_swipe,swipe,near/bright,4,1768785213642,3,3,116.408,133.151,1.44,270.042,0,0,3
1768785211853_swipe,swipe,near/bright,5,1768785214059,3,3,106.186,113.467,1.118,236.006,0,0,3
1768785211853_swipe,swipe,near/bright,6,1768785214442,3,3,97.172,115.927,1.233,230.345,0,0,3
1768785211853_swipe,swipe,near/bright,7,1768785214829,3,3,94.363,115.051,1.162,226.351,0,0,3
1768785211853_swipe,swipe,near/bright,8,1768785215233,3,3,112.074,117.202,0.911,243.609,0,0,3
1768785211853_swipe,swipe,near/bright,9,1768785215616,3,3,97.194,114.943,1.233,230.337,0,0,3
1768785211853_swipe,swipe,near/bright,10,1768785216004,3,3,97.918,118.861,0.76,234.306,0,0,3
1768785211853_swipe,swipe,near/bright,11,1768785216387,3,3,97.42,114.151,1.157,224.595,0,0,3
1768785211853_swipe,swipe,near/bright,12,1768785216768,3,3,96.936,109.93,1.243,225.2,0,0,3
1768785211853_swipe,swipe,near/bright,13,1768785217141,3,3,94.19,113.683,0.763,222.272,0,0,3
1768785211853_swipe,swipe,near/bright,14,1768785217539,3,3,101.538,115.076,1.367,238.427,0,0,3
1768785211853_swipe,swipe,near/bright,15,1768785217990,3,3,114.536,128.024,1.421,260.608,0,0,3
1768785211853_swipe,swipe,near/bright,16,1768785218467,3,3,118.302,134.793,1.449,276.392,0,0,3
1768785211853_swipe,swipe,near/bright,17,1768785218945,3,3,117.315,131.132,1.525,274.183,0,0,3
1768785211853_swipe,swipe,near/bright,18,1768785219418,3,3,117.965,131.207,1.43,269.914,0,0,3
1768785211853_swipe,swipe,near/bright,19,1768785219889,3,3,115.75,126.741,1.494,269.324,0,0,3
1768785211853_swipe,swipe,near/bright,20,1768785220365,3,3,121.211,130.258,1.024,271.135,0,0,3
1768785211853_swipe,swipe,near/bright,21,1768785220847,3,3,127.752,134.055,1.558,285.318,0,0,3
1768785211853_swipe,swipe,near/bright,22,1768785221327,3,3,122.449,129.86,0.956,276.764,0,0,3
1768785211853_swipe,swipe,near/bright,23,1768785221806,3,3,117.904,133.118,1.532,275.255,0,0,3
1768785211853_swipe,swipe,near/bright,24,1768785222285,3,3,125.237,132.885,1.407,282.789,0,0,3
1768785211853_swipe,swipe,near/bright,25,1768785222769,3,3,120.337,129.268,1.5,274.066,0,0,3
1768785211853_swipe,swipe,near/bright,26,1768785223243,3,3,122.315,129.067,1.458,275.135,0,0,3
1768785211853_swipe,swipe,near/bright,27,1768785223677,2,2,119.395,98.913,0.67,236.874,0,1,2
1768785211853_swipe,swipe,near/bright,28,1768785224111,2,2,116.2,92.506,1.008,231.98,0,0,2
