trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768785128621_swipe,swipe,near/bright,1,1768785128969,1,1,110.211,52.569,0.516,180.452,1,0,0
1768785128621_swipe,swipe,near/bright,2,1768785129277,1,1,91.236,50.135,0.51,156.004,0,0,0
1768785128621_swipe,swipe,near/bright,3,1768785129572,1,1,88.701,50.044,0.461,155.148,0,0,0
1768785128621_swipe,swipe,near/bright,4,1768785129877,1,1,94.025,52.004,0.501,163.302,0,0,0
1768785128621_swipe,swipe,near/bright,5,1768785130194,1,1,96.071,53.043,0.418,164.266,0,0,0
1768785128621_swipe,swipe,near/bright,6,1768785130493,1,1,91.491,47.195,0.299,152.793,0,0,0
1768785128621_swipe,swipe,near/bright,7,1768785130794,1,1,90.757,51.553,0.485,162.3,0,0,0
1768785128621_swipe,swipe,near/bright,8,1768785131106,1,1,91.817,51.485,0.492,160.347,0,0,0
1768785128621_swipe,swipe,near/bright,9,1768785131415,1,1,90.981,49.846,0.547,158.092,0,0,0
1768785128621_swipe,swipe,near/bright,10,1768785131722,1,1,91.223,50.722,0.493,159.791,0,0,0
1768785128621_swipe,swipe,near/bright,11,1768785132036,1,1,91.367,56.408,0.515,166.118,0,0,0
1768785128621_swipe,swipe,near/bright,12,1768785132344,1,1,93.187,52.945,0.484,163.103,0,0,0
1768785128621_swipe,swipe,near/bright,13,1768785132644,1,1,87.152,51.365,0.482,154.649,0,0,0
1768785128621_swipe,swipe,near/bright,14,1768785132951,1,1,88.865,49.609,0.51,155.891,0,0,0
1768785128621_swipe,swipe,near/bright,15,1768785133239,1,1,82.168,47.346,0.365,141.868,0,0,0
1768785128621_swipe,swipe,near/bright,16,1768785133533,1,1,89.392,48.944,0.518,154.716,0,0,0
1768785128621_swipe,swipe,near/bright,17,1768785133783,0,0,88.555,0.04,0.004,106.103,0,1,0
1768785128621_swipe,swipe,near/bright,18,1768785134043,0,0,91.84,0.031,0.003,108.288,0,0,0
1768785128621_swipe,swipe,near/bright,19,1768785134299,0,0,89.552,0.039,0.004,105.553,0,0,0
1768785128621_swipe,swipe,near/bright,20,1768785134559,0,0,89.67,0.03,0.003,105.59,0,0,0
1768785128621_swipe,swipe,near/bright,21,1768785134816,0,0,92.442,0.037,0.004,109.388,0,0,0
1768785128621_swipe,swipe,near/bright,22,1768785135101,0,0,101.668,0.04,0.005,117.014,0,0,0
1768785128621_swipe,swipe,near/bright,23,1768785135357,0,0,89.946,0.03,0.003,105.431,0,0,0
1768785128621_swipe,swipe,near/bright,24,1768785135615,0,0,91.707,0.026,0.003,106.703,0,0,0
1768785128621_swipe,swipe,near/bright,25,1768785135875,0,0,88.968,0.03,0.003,106.161,0,0,0
1768785128621_swipe,swipe,near/bright,26,1768785136142,0,0,94.604,0.031,0.003,110.962,0,0,0
1768785128621_swipe,swipe,near/bright,27,1768785136407,0,0,92.399,0.032,0.003,108.41,0,0,0
1768785128621_swipe,swipe,near/bright,28,1768785136724,1,1,91.5,50.718,0.529,159.286,1,0,0
1768785128621_swipe,swipe,near/bright,29,1768785136992,0,0,92.007,0.034,0.004,108.981,0,1,0
1768785128621_swipe,swipe,near/bright,30,1768785137255,0,0,95.653,0.034,0.004,110.224,0,0,0
1768785128621_swipe,swipe,near/bright,31,1768785137510,0,0,88.43,0.032,0.003,104.453,0,0,0
1768785128621_swipe,swipe,near/bright,32,1768785137764,0,0,90.096,0.038,0.005,106.897,0,0,0
1768785128621_swipe,swipe,near/bright,33,1768785138024,0,0,88.532,0.033,0.004,106.167,0,0,0
1768785128621_swipe,swipe,near/bright,34,1768785138294,0,0,94.83,0.032,0.003,112.429,0,0,0
1768785128621_swipe,swipe,near/bright,35,1768785138550,0,0,88.923,0.034,0.003,105.833,0,0,0
1768785128621_swipe,swipe,near/bright,36,1768785138811,0,0,91.379,0.039,0.004,107.44,0,0,0
1768785128621_swipe,swipe,near/bright,37,1768785139075,0,0,94.562,0.037,0.004,112.639,0,0,0
1768785128621_swipe,swipe,near/bright,38,1768785139336,0,0,89.689,0.041,0.004,107.715,0,0,0
1768785128621_swipe,swipe,near/bright,39,1768785139603,0,0,93.588,0.042,0.005,112.39,0,0,0
1768785128621_swipe,swipe,near/bright,40,1768785139864,0,0,90.888,0.032,0.003,108.066,0,0,0
1768785128621_swipe,swipe,near/bright,41,1768785140130,0,0,96.934,0.03,0.003,112.073,0,0,0
1768785128621_swipe,swipe,near/bright,42,1768785140393,0,0,90.738,0.035,0.003,108.133,0,0,0
1768785128621_swipe,swipe,near/bright,43,1768785140652,0,0,91.324,0.036,0.004,109.298,0,0,0
