trial_id,t_wall,frame_idx,lighting,distance,n_users_roster,n_users_db,cam_w,cam_h,proc_fps,drained,slot_idx,true_id,track_id,detected,det_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,best_id,best_sim,second_id,second_sim,margin,accepted_id,stable_id,pending_id,pending_count,is_correct_accepted,is_correct_stable,is_wrong_accepted,is_miss,lat_det_ms,lat_emb_ms,lat_match_ms,lat_total_ms
Daylight_Mid_20260114_211000_T10,1736908000.04,1,Daylight,Mid,4,4,1280,720,22.048927694939856,1,0,diana,1,1,0.69546131905912,127.24612671213667,230.80568131386036,214.9417486167943,372.05124790746123,12386.617803701563,diana,0.7788910661904732,alice,0.6486843175204591,0.13020674867001414,diana,diana,diana,3,1,1,0,0,10.176412629119051,5.69604400650746,8.120529231507392,23.992985867133903
Daylight_Mid_20260114_211000_T10,1736908000.04,1,Daylight,Mid,4,4,1280,720,22.048927694939856,1,1,chen,2,1,0.7735352466653778,456.8140530696594,246.29128431803224,541.6332954983139,426.96272971799203,15324.415127314613,chen,0.8487522567667011,alice,0.7608469818076178,0.08790527495908329,chen,chen,chen,3,1,1,0,0,10.176412629119051,5.69604400650746,8.120529231507392,23.992985867133903
Daylight_Mid_20260114_211000_T10,1736908000.04,1,Daylight,Mid,4,4,1280,720,22.048927694939856,1,2,alice,3,1,0.7299907778891569,739.0349721039902,283.5809514501594,865.2690270333605,472.88685504730705,23896.85183313643,alice,0.8755865541791078,bob,0.7155712040598525,0.16001535011925527,alice,alice,alice,2,1,1,0,0,10.176412629119051,5.69604400650746,8.120529231507392,23.992985867133903
Daylight_Mid_20260114_211000_T10,1736908000.04,1,Daylight,Mid,4,4,1280,720,22.048927694939856,1,3,bob,4,1,0.7330418239868373,1066.958472084703,219.0685497215914,1152.7493699702097,418.50479326182716,17109.814404229397,bob,0.8436376080034356,chen,0.6735504370608638,0.17008717094257175,bob,bob,bob,2,1,1,0,0,10.176412629119051,5.69604400650746,8.120529231507392,23.992985867133903
Daylight_Mid_20260114_211000_T10,1736908000.08,2,Daylight,Mid,4,4,1280,720,26.492916967727112,3,0,diana,1,1,0.6386225883828663,131.29554111840218,238.0607965438644,240.85156231852272,390.3589991087629,16685.18510894027,diana,0.8611396450579573,chen,0.7475331185783257,0.11360652647963154,diana,diana,diana,1,1,1,0,0,15.82108870723922,11.622638824207128,3.6746130958476915,31.11834062729404
Daylight_Mid_20260114_211000_T10,1736908000.08,2,Daylight,Mid,4,4,1280,720,26.492916967727112,3,1,chen,2,1,0.6887962590473377,459.8621464333366,215.70681407595748,570.1667245455582,403.0728838242035,20667.335276125355,chen,0.8907790731895382,alice,0.7172996177031126,0.17347945548642563,chen,chen,chen,2,1,1,0,0,15.82108870723922,11.622638824207128,3.6746130958476915,31.11834062729404
Daylight_Mid_20260114_211000_T10,1736908000.08,2,Daylight,Mid,4,4,1280,720,26.492916967727112,3,2,alice,3,1,0.8477825627842507,753.1753014653057,212.6879449117685,833.2288800622439,419.3269560240239,16542.192317268527,alice,0.8632246614841336,diana,0.6976912547876495,0.1655334066964841,alice,alice,alice,2,1,1,0,0,15.82108870723922,11.622638824207128,3.6746130958476915,31.11834062729404
Daylight_Mid_20260114_211000_T10,1736908000.08,2,Daylight,Mid,4,4,1280,720,26.492916967727112,3,3,bob,4,1,0.8643771622427456,1062.1330848027767,210.48748540468387,1182.6279078380046,392.5767806583415,21940.81740819884,bob,0.8114585733295819,alice,0.7019395252707206,0.10951904805886137,bob,bob,bob,3,1,1,0,0,15.82108870723922,11.622638824207128,3.6746130958476915,31.11834062729404
Daylight_Mid_20260114_211000_T10,1736908000.12,3,Daylight,Mid,4,4,1280,720,26.847524903728278,0,0,diana,1,1,0.690061302066278,110.28460183118062,211.52635243152787,222.6894859354045,363.80269572930996,17116.604720202202,diana,0.9171359809924671,alice,0.7520730407872446,0.1650629402052225,diana,diana,diana,1,1,1,0,0,13.00967342867495,8.120292435098445,4.117265265527232,25.247231129300626
Daylight_Mid_20260114_211000_T10,1736908000.12,3,Daylight,Mid,4,4,1280,720,26.847524903728278,0,1,chen,2,1,0.8453003209757571,420.8214191891246,217.3309775505317,531.1993471359118,389.1048872144582,18960.048224022816,chen,0.8849008759559006,alice,0.736675278871807,0.14822559708409366,chen,chen,chen,1,1,1,0,0,13.00967342867495,8.120292435098445,4.117265265527232,25.247231129300626
