trial_id,t_wall,frame_idx,lighting,distance,n_users_roster,n_users_db,cam_w,cam_h,proc_fps,drained,slot_idx,true_id,track_id,detected,det_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,best_id,best_sim,second_id,second_sim,margin,accepted_id,stable_id,pending_id,pending_count,is_correct_accepted,is_correct_stable,is_wrong_accepted,is_miss,lat_det_ms,lat_emb_ms,lat_match_ms,lat_total_ms
Daylight_Far_20260114_211100_T11,1736909000.04,1,Daylight,Far,4,4,1280,720,23.916541713506916,3,0,diana,1,1,0.792961095912656,136.73253217248555,291.59873624216965,247.16179230278556,469.5053679615734,19646.097713047522,diana,0.9378224533928958,chen,0.8096606471316224,0.12816180626127338,diana,diana,diana,2,1,1,0,0,15.096800487289517,7.721686907620964,9.926786577147862,32.74527397205834
Daylight_Far_20260114_211100_T11,1736909000.04,1,Daylight,Far,4,4,1280,720,23.916541713506916,3,1,chen,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,unknown,-1.0,unknown,-1.0,-1.0,unknown,unknown,unknown,0,0,0,0,1,15.096800487289517,7.721686907620964,9.926786577147862,32.74527397205834
Daylight_Far_20260114_211100_T11,1736909000.04,1,Daylight,Far,4,4,1280,720,23.916541713506916,3,2,alice,3,1,0.792911674748416,757.3501963017086,223.62414112700594,871.5883074650669,420.6216399521402,22504.622169689235,alice,0.8524613931888233,diana,0.7626024057205991,0.08985898746822418,alice,alice,alice,2,1,1,0,0,15.096800487289517,7.721686907620964,9.926786577147862,32.74527397205834
Daylight_Far_20260114_211100_T11,1736909000.04,1,Daylight,Far,4,4,1280,720,23.916541713506916,3,3,bob,4,1,0.8581618328739348,1100.0660361724292,290.51414541119897,1204.513352127389,438.57858169797356,15464.932958537758,bob,0.7795459891828902,chen,0.704518711557391,0.07502727762549921,bob,bob,bob,1,1,1,0,0,15.096800487289517,7.721686907620964,9.926786577147862,32.74527397205834
Daylight_Far_20260114_211100_T11,1736909000.08,2,Daylight,Far,4,4,1280,720,27.267969381730655,0,0,diana,1,1,0.6343080059604166,121.33234634764761,270.99184420956107,218.45869078900404,409.8660356131223,13488.342548277145,diana,0.812042211860746,alice,0.6603006735840071,0.15174153827673886,diana,diana,diana,3,1,1,0,0,12.901316700954153,7.8980046591666175,7.928078352783751,28.72739971290452
Daylight_Far_20260114_211100_T11,1736909000.08,2,Daylight,Far,4,4,1280,720,27.267969381730655,0,1,chen,2,1,0.7900084555658788,401.2522166898756,210.3794495762479,517.1574284092512,394.85625272958987,21381.822926801684,chen,0.8224484924005294,alice,0.7260376704693728,0.09641082193115658,chen,chen,chen,2,1,1,0,0,12.901316700954153,7.8980046591666175,7.928078352783751,28.72739971290452
Daylight_Far_20260114_211100_T11,1736909000.08,2,Daylight,Far,4,4,1280,720,27.267969381730655,0,2,alice,3,1,0.8793007379070525,744.8096679647059,332.7491298609423,860.5627289688076,526.1039950898421,22381.417510280706,alice,0.8306166643003821,diana,0.6889710458337734,0.1416456184666086,alice,alice,alice,2,1,1,0,0,12.901316700954153,7.8980046591666175,7.928078352783751,28.72739971290452
Daylight_Far_20260114_211100_T11,1736909000.08,2,Daylight,Far,4,4,1280,720,27.267969381730655,0,3,bob,4,1,0.6756259705703833,1063.6918161465558,262.5086750599524,1174.7518524418058,453.69365584311896,21233.01090488516,bob,0.8305857618675412,alice,0.7196402653205756,0.11094549654696562,bob,bob,bob,1,1,1,0,0,12.901316700954153,7.8980046591666175,7.928078352783751,28.72739971290452
Daylight_Far_20260114_211100_T11,1736909000.12,3,Daylight,Far,4,4,1280,720,26.76032301900523,1,0,diana,1,1,0.8305699753863857,111.14694685819552,155.93269913792727,204.7494184578136,351.64520560084037,18319.17432788489,diana,0.8803425558966855,bob,0.8017334959019866,0.07860905999469892,diana,diana,diana,1,1,1,0,0,18.074002542761175,12.85751941771155,10.251440718608837,41.18296267908156
Daylight_Far_20260114_211100_T11,1736909000.12,3,Daylight,Far,4,4,1280,720,26.76032301900523,1,1,chen,2,1,0.7483845832682925,441.7690615329763,233.52400617124403,523.205384497341,402.1522919219796,13732.467539324081,chen,0.8373867384491435,bob,0.7639595477433322,0.07342719070581127,chen,chen,chen,2,1,1,0,0,18.074002542761175,12.85751941771155,10.251440718608837,41.18296267908156
