trial_id,t_wall,frame_idx,lighting,distance,n_users_roster,n_users_db,cam_w,cam_h,proc_fps,drained,slot_idx,true_id,track_id,detected,det_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,best_id,best_sim,second_id,second_sim,margin,accepted_id,stable_id,pending_id,pending_count,is_correct_accepted,is_correct_stable,is_wrong_accepted,is_miss,lat_det_ms,lat_emb_ms,lat_match_ms,lat_total_ms
Bright_Mid_20260114_210400_T4,1736902000.04,1,Bright,Mid,4,4,1280,720,25.467641473119436,0,0,diana,1,1,0.7371020152838665,115.00927073121342,220.23343228955,212.87457879465916,404.04509541368975,17988.785037298247,diana,0.8876268048494469,chen,0.7166727756111251,0.17095402923832181,diana,diana,diana,1,1,1,0,0,18.329272407994083,7.9602070142353885,7.8048485370926795,34.09432795932215
Bright_Mid_20260114_210400_T4,1736902000.04,1,Bright,Mid,4,4,1280,720,25.467641473119436,0,1,chen,2,1,0.8860534869851519,450.1144826080412,341.32278880751244,539.9509952280468,476.01866774723305,12100.608028230963,chen,0.905912731656218,diana,0.8087123889061324,0.0972003427500856,chen,chen,chen,3,1,1,0,0,18.329272407994083,7.9602070142353885,7.8048485370926795,34.09432795932215
Bright_Mid_20260114_210400_T4,1736902000.04,1,Bright,Mid,4,4,1280,720,25.467641473119436,0,2,alice,3,1,0.7946854555177313,736.1816085304218,291.16698994735935,850.8448844186984,429.98800425242604,15917.672262352244,alice,0.8295392997421825,chen,0.7284573944979025,0.10108190524428007,alice,alice,alice,2,1,1,0,0,18.329272407994083,7.9602070142353885,7.8048485370926795,34.09432795932215
Bright_Mid_20260114_210400_T4,1736902000.04,1,Bright,Mid,4,4,1280,720,25.467641473119436,0,3,bob,4,1,0.7005558596138105,1083.159085256983,222.07559964548562,1173.2249361107247,396.966314588339,15751.681047747292,bob,0.8688247148554974,alice,0.7828003861146076,0.08602432874088983,bob,bob,bob,2,1,1,0,0,18.329272407994083,7.9602070142353885,7.8048485370926795,34.09432795932215
Bright_Mid_20260114_210400_T4,1736902000.08,2,Bright,Mid,4,4,1280,720,27.35833693382777,3,0,diana,1,1,0.7351499926814158,83.48137295299529,313.77572858374856,205.86773328797068,452.33150677650144,16957.33739639118,alice,0.7057751040813709,diana,0.6425441865952479,0.06323091748612297,alice,alice,alice,1,0,0,1,0,9.91411998750384,8.256098829316851,6.1608058309629765,24.331024647783668
Bright_Mid_20260114_210400_T4,1736902000.08,2,Bright,Mid,4,4,1280,720,27.35833693382777,3,1,chen,2,1,0.7914194896698338,426.92432641283665,241.71278674426338,540.8241733950807,400.06770214147133,18036.60063262819,chen,0.840718466990609,diana,0.7645292494686212,0.07618921752198782,chen,chen,chen,2,1,1,0,0,9.91411998750384,8.256098829316851,6.1608058309629765,24.331024647783668
Bright_Mid_20260114_210400_T4,1736902000.08,2,Bright,Mid,4,4,1280,720,27.35833693382777,3,2,alice,3,1,0.7661751825888827,728.2888362172525,201.91140628300178,847.5419130808577,388.6993205933116,22275.033502439877,alice,0.7792333369255618,bob,0.6346140692296942,0.14461926769586764,alice,alice,alice,1,1,1,0,0,9.91411998750384,8.256098829316851,6.1608058309629765,24.331024647783668
Bright_Mid_20260114_210400_T4,1736902000.08,2,Bright,Mid,4,4,1280,720,27.35833693382777,3,3,bob,4,1,0.8200723528168916,1068.6445849922554,255.7429930669137,1182.3598070241067,418.32931473273885,18488.53966757129,bob,0.8071605709340244,chen,0.6570093003896166,0.1501512705444078,bob,bob,bob,2,1,1,0,0,9.91411998750384,8.256098829316851,6.1608058309629765,24.331024647783668
Bright_Mid_20260114_210400_T4,1736902000.12,3,Bright,Mid,4,4,1280,720,22.16989556259068,0,0,diana,1,1,0.760741115281232,103.57289587910108,280.68044740417866,224.2370504660498,448.87901806740837,20295.538331811764,diana,0.8662916643695331,bob,0.804466818284721,0.06182484608481209,diana,diana,diana,2,1,1,0,0,10.661002254478758,7.376265316832269,2.8699081509125435,20.90717572222357
Bright_Mid_20260114_210400_T4,1736902000.12,3,Bright,Mid,4,4,1280,720,22.16989556259068,0,1,chen,2,1,0.6861771399074597,459.18340481444477,239.2871902765856,571.3928658458759,435.13649979599217,21976.145464550547,chen,0.8918500619422955,bob,0.7538286455520039,0.13802141639029164,chen,chen,chen,1,1,1,0,0,10.661002254478758,7.376265316832269,2.8699081509125435,20.90717572222357
