trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768783079813_swipe,swipe,near/bright,1,1768783080403,1,1,328.705,50.487,0.259,412.101,1,0,0
1768783079813_swipe,swipe,near/bright,2,1768783080749,1,1,92.884,49.24,0.204,170.743,0,0,0
1768783079813_swipe,swipe,near/bright,3,1768783081104,1,1,90.357,56.292,0.237,180.58,0,0,0
1768783079813_swipe,swipe,near/bright,4,1768783081454,1,1,89.623,52.639,0.222,179.494,0,0,0
1768783079813_swipe,swipe,near/bright,5,1768783081809,1,1,90.095,53.695,0.197,181.669,0,0,0
1768783079813_swipe,swipe,near/bright,6,1768783082194,1,1,92.912,57.719,0.249,194.609,0,0,0
1768783079813_swipe,swipe,near/bright,7,1768783082610,1,1,107.489,61.105,0.237,217.348,0,0,0
1768783079813_swipe,swipe,near/bright,8,1768783083073,1,1,126.641,71.787,0.246,251.956,0,0,0
1768783079813_swipe,swipe,near/bright,9,1768783083500,1,1,108.734,56.68,0.228,214.97,0,0,0
1768783079813_swipe,swipe,near/bright,10,1768783083918,1,1,105.419,57.781,0.276,207.437,0,0,0
1768783079813_swipe,swipe,near/bright,11,1768783084328,1,1,107.368,55.625,0.312,210.531,0,0,0
1768783079813_swipe,swipe,near/bright,12,1768783084728,1,1,98.817,58.587,0.236,200.349,0,0,0
1768783079813_swipe,swipe,near/bright,13,1768783085153,1,1,106.547,57.384,0.251,216.184,0,0,0
1768783079813_swipe,swipe,near/bright,14,1768783085572,1,1,105.272,55.603,0.25,210.323,0,0,0
1768783079813_swipe,swipe,near/bright,15,1768783085973,1,1,99.653,58.083,0.232,197.46,0,0,0
1768783079813_swipe,swipe,near/bright,16,1768783086423,1,1,109.889,61.713,0.281,223.874,0,0,0
1768783079813_swipe,swipe,near/bright,17,1768783086844,1,1,103.206,58.586,0.23,210.557,0,0,0
1768783079813_swipe,swipe,near/bright,18,1768783087262,1,1,105.383,59.008,0.264,210.613,0,0,0
1768783079813_swipe,swipe,near/bright,19,1768783087668,1,1,101.378,56.948,0.268,199.584,0,0,0
1768783079813_swipe,swipe,near/bright,20,1768783088071,1,1,107.097,56.921,0.2,211.267,0,0,0
1768783079813_swipe,swipe,near/bright,21,1768783088496,1,1,106.707,60.39,0.503,214.457,0,0,0
1768783079813_swipe,swipe,near/bright,22,1768783088908,1,1,102.075,58.923,0.253,209.492,0,0,0
1768783079813_swipe,swipe,near/bright,23,1768783089321,1,1,104.249,57.791,0.232,208.533,0,0,0
1768783079813_swipe,swipe,near/bright,24,1768783089743,1,1,106.115,60.122,0.236,212.915,0,0,0
1768783079813_swipe,swipe,near/bright,25,1768783090147,1,1,104.0,55.386,0.302,198.38,0,0,0
1768783079813_swipe,swipe,near/bright,26,1768783090615,1,1,141.827,61.353,0.261,254.269,0,0,0
1768783079813_swipe,swipe,near/bright,27,1768783091034,1,1,105.395,57.2,0.266,205.673,0,0,0
1768783079813_swipe,swipe,near/bright,28,1768783091459,1,1,108.304,59.966,0.236,215.906,0,0,0
1768783079813_swipe,swipe,near/bright,29,1768783091874,1,1,101.278,56.912,0.234,205.867,0,0,0
