trial_id,trial_type,condition,frame_idx,t_ms,n_dets,n_tracks,det_track_ms,embed_ms,match_ms,total_ms,new_tracks,lost_tracks,unknown_tracks
1768785316866_swipe,swipe,near/bright,1,1768785317313,3,3,112.748,125.706,0.7,256.599,3,0,3
1768785316866_swipe,swipe,near/bright,2,1768785317710,3,3,102.517,118.608,1.126,238.302,0,0,3
1768785316866_swipe,swipe,near/bright,3,1768785318107,3,3,101.412,119.176,1.178,240.591,0,0,3
1768785316866_swipe,swipe,near/bright,4,1768785318502,3,3,105.155,116.92,1.117,240.915,0,0,3
1768785316866_swipe,swipe,near/bright,5,1768785318895,3,3,105.46,115.312,1.093,238.637,0,0,3
1768785316866_swipe,swipe,near/bright,6,1768785319290,3,3,105.847,116.645,0.722,240.037,0,0,3
1768785316866_swipe,swipe,near/bright,7,1768785319684,3,3,108.062,117.545,1.21,243.027,0,0,3
1768785316866_swipe,swipe,near/bright,8,1768785320078,3,3,102.331,118.583,1.171,238.177,0,0,3
1768785316866_swipe,swipe,near/bright,9,1768785320465,3,3,101.526,113.186,1.094,232.344,0,0,3
1768785316866_swipe,swipe,near/bright,10,1768785320880,3,3,103.201,145.002,1.275,268.872,0,0,3
1768785316866_swipe,swipe,near/bright,11,1768785321381,3,3,132.432,161.043,1.219,314.758,0,0,3
1768785316866_swipe,swipe,near/bright,12,1768785321839,3,3,126.701,142.231,1.354,289.687,0,0,3
1768785316866_swipe,swipe,near/bright,13,1768785322993,3,3,586.717,306.886,1.29,926.124,0,0,3
1768785316866_swipe,swipe,near/bright,14,1768785323570,3,3,149.277,198.456,1.305,369.391,0,0,3
1768785316866_swipe,swipe,near/bright,15,1768785324120,3,3,150.145,186.757,1.399,358.426,0,0,3
1768785316866_swipe,swipe,near/bright,16,1768785324544,3,3,110.143,122.173,1.199,250.985,0,0,3
1768785316866_swipe,swipe,near/bright,17,1768785324960,3,3,108.356,121.542,1.087,248.944,0,0,3
1768785316866_swipe,swipe,near/bright,18,1768785325397,3,3,109.586,118.66,1.132,246.687,0,0,3
1768785316866_swipe,swipe,near/bright,19,1768785325815,3,3,111.943,118.772,1.178,248.637,0,0,3
1768785316866_swipe,swipe,near/bright,20,1768785326241,3,3,110.955,124.389,1.104,253.881,0,0,3
1768785316866_swipe,swipe,near/bright,21,1768785326644,3,3,110.698,112.698,1.131,239.177,0,0,3
1768785316866_swipe,swipe,near/bright,22,1768785327039,3,3,105.277,114.846,1.096,238.357,0,0,3
1768785316866_swipe,swipe,near/bright,23,1768785327524,3,3,183.317,126.884,1.124,328.739,0,0,3
1768785316866_swipe,swipe,near/bright,24,1768785327926,3,3,107.527,114.699,1.087,239.755,0,0,3
1768785316866_swipe,swipe,near/bright,25,1768785328315,3,3,104.879,116.777,1.126,240.078,0,0,3
1768785316866_swipe,swipe,near/bright,26,1768785328713,3,3,102.525,115.314,1.152,236.858,0,0,3
1768785316866_swipe,swipe,near/bright,27,1768785329071,2,2,101.893,83.267,0.8,203.435,0,1,2
